latitude,longitude,priority_num,target_severity,endlatitude,endlongitude,requires_road_closure,hour_of_day,day_of_week,month,hour_sin,hour_cos,dow_sin,dow_cos,is_night,is_weekend,is_monsoon,is_unresolved,is_heavy_vehicle,is_highway,dist_to_center_km,is_on_corridor,location_cluster,cluster_event_density,has_junction,junction_freq,station_event_freq,cause_tier,zone_priority_rate,corridor_priority_rate,cluster_priority_rate,rush_x_corridor,tier_x_corridor,heavy_x_closure,event_cause_accident,event_cause_congestion,event_cause_construction,event_cause_debris,event_cause_fog_/_low_visibility,event_cause_others,event_cause_pot_holes,event_cause_procession,event_cause_protest,event_cause_public_event,event_cause_road_conditions,event_cause_tree_fall,event_cause_vehicle_breakdown,event_cause_vip_movement,event_cause_water_logging,event_type_planned,event_type_unplanned,veh_type_bmtc_bus,veh_type_car,veh_type_heavy_vehicle,veh_type_ksrtc_bus,veh_type_lcv,veh_type_others,veh_type_private_bus,veh_type_private_car,veh_type_three_wheeler,veh_type_truck,zone_central_zone_1,zone_central_zone_2,zone_east_zone_1,zone_east_zone_2,zone_north_zone_1,zone_north_zone_2,zone_south_zone_1,zone_south_zone_2,zone_west_zone_1,zone_west_zone_2,hour_peak_prox,junction_freq_norm,cluster_density_norm,escalation_index,volume_pc1_norm
13.0008457,77.6813712,1,6.502771012128541,0.0,0.0,0,18,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,9.948275896029326,1,7,330,0,1.0,186,0.65,0.34299516908212563,1.0,0.36363636363636365,1,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9952907590882826,0.0,0.4666666666666667,0.8036396777220011,0.21954045672593075
12.94457,77.5274017,1,6.123202174647466,0.0,0.0,0,5,1,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,1,0,0,1,0,0,7.8777308050699295,1,24,220,1,16.0,231,0.45,0.5350109409190372,1.0,0.5705882352941176,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5917274805248814,0.3061224489795918,0.2961240310077519,0.7961183782951248,0.34384131245125155
12.9995223,77.6827499,1,6.502771012128541,0.0,0.0,0,18,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,10.043131569909256,1,7,330,0,1.0,93,0.65,0.34299516908212563,1.0,0.36363636363636365,1,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9952907590882826,0.0,0.4666666666666667,0.8036396777220011,0.21954045672593075
13.0418933,77.594705,1,6.753336244627049,0.0,0.0,0,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,7.816266615450324,1,25,385,1,23.0,104,0.4,0.7449324324324325,1.0,0.8603896103896104,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.44897959183673464,0.551937984496124,0.8037274449021479,0.559635484120996
12.975285,77.6256902,1,5.253534126637241,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,3.393655888026769,1,18,304,0,1.0,85,0.35,0.7752100840336135,1.0,0.71900826446281,1,0.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.4263565891472868,0.8037274449021479,0.20057682923465434
13.0633917,77.5933483,1,5.664745773234361,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,10.207672129430128,1,25,385,0,1.0,229,0.4,0.7449324324324325,1.0,0.8603896103896104,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.551937984496124,0.8037274449021479,0.25965582257286157
13.063425,77.5933,1,5.664745773234361,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,10.211445423756263,1,25,385,0,1.0,229,0.4,0.7449324324324325,1.0,0.8603896103896104,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.551937984496124,0.8037274449021479,0.25965582257286157
13.0254527,77.6417388,1,5.087743825553027,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,7.870340029505432,1,23,167,0,1.0,221,0.4,0.7449324324324325,1.0,0.5367647058823529,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.213953488372093,0.8037274449021479,0.1006530997613902
12.9233517,77.5904883,0,0.7263937431488159,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,5.383437591148523,0,28,340,0,1.0,137,0.3254493194823672,0.3167701863354037,0.0,0.4606741573033708,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.48217054263565895,0.01863722451073944,0.22683415960719094
13.0001393,77.5840594,1,6.094758223303672,0.0,0.0,0,4,1,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,1,1,0,3.3726828851084107,1,13,484,0,1.0,235,0.45,0.8300884955752212,1.0,0.75,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7315500615986906,0.0,0.7054263565891473,0.7987242831302684,0.3318634810973372
12.9071221,77.6286395,1,6.078604217756622,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,8.062966700786259,1,10,467,0,1.0,151,0.45,0.7285491419656787,1.0,0.7925531914893617,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.6790697674418604,0.8037274449021479,0.31946418619919487
12.927375,77.5806883,0,1.857839571096787,12.9273528,77.580685,1,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,0,1,1,5.143492226083782,0,28,340,0,1.0,137,0.3254493194823672,0.7285491419656787,0.0,0.4606741573033708,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.48217054263565895,0.21490977960859153,0.22683415960719094
12.9169074,77.5950955,0,0.8259234725242066,0.0,0.0,0,22,4,1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1,0,0,0,1,0,6.081776699259051,0,28,340,1,3.0,137,0.35,0.3167701863354037,0.0,0.4606741573033708,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10575970891950845,0.04081632653061225,0.48217054263565895,0.0019710674393233316,0.2541050379297486
12.9667047,77.6615983,0,0.6723482552328831,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.2802105970418,0,18,304,0,1.0,107,0.35,0.5262689225289403,0.6155446756425949,0.71900826446281,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.4263565891472868,0.009026510797805965,0.20057682923465434
12.8966387,77.7202071,0,1.180807473393687,0.0,0.0,0,19,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,15.961759884545325,0,29,29,0,1.0,153,0.65,0.5703971119133574,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.01863722451073944,0.0
12.9463911,77.597326,0,2.6820780199197976,12.9465181,77.5973857,1,6,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,2.8186236245654133,0,19,674,0,1.0,86,0.3254493194823672,0.5262689225289403,0.0,0.49534450651769085,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.44347064478827647,0.0,0.9999999999999999,0.20453761706869358,0.47044383584128013
12.9856042,77.5977438,1,1.2572905966896475,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,1.5940194320253227,0,3,525,0,1.0,74,0.35,0.5262689225289403,0.6155446756425949,0.6980676328502415,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.7689922480620155,0.009026510797805965,0.36176766291050383
12.9077383,77.6005709,1,5.6870583216508965,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.130517802159326,1,28,340,0,1.0,90,0.45,0.7285491419656787,1.0,0.4606741573033708,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4843269872402172,0.0,0.48217054263565895,0.7941167311892143,0.22683415960719094
12.9635109,77.6642122,0,0.6723482552328831,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,7.596557556640822,0,18,304,0,1.0,295,0.35,0.5262689225289403,0.6155446756425949,0.71900826446281,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.4263565891472868,0.009026510797805965,0.20057682923465434
12.9667073,77.6615616,0,0.6723482552328831,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.276223319007864,0,18,304,0,1.0,107,0.35,0.5262689225289403,0.6155446756425949,0.71900826446281,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.4263565891472868,0.009026510797805965,0.20057682923465434
12.9666867,77.6616478,0,0.6723482552328831,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.285709414056199,0,18,304,0,1.0,107,0.35,0.5262689225289403,0.0,0.71900826446281,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.4263565891472868,0.009026510797805965,0.20057682923465434
12.907814,77.6006561,1,6.818504149598868,12.9075245,77.6003865,1,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.122979919298674,1,28,340,0,1.0,90,0.45,0.7285491419656787,1.0,0.4606741573033708,1,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4843269872402172,0.0,0.48217054263565895,0.9903892862870665,0.22683415960719094
12.8955737,77.5993711,1,5.6985971497151535,0.0,0.0,0,5,1,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,1,0,0,1,0,0,8.469536853789378,1,28,340,0,1.0,96,0.45,0.7285491419656787,1.0,0.4606741573033708,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5917274805248814,0.0,0.48217054263565895,0.7961183782951248,0.22683415960719094
12.92757,77.5832051,0,0.6942678454495971,0.0,0.0,0,20,3,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,5.049234349985592,0,28,340,0,1.0,137,0.3254493194823672,0.7285491419656787,0.0,0.4606741573033708,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7009802693224417,0.0,0.48217054263565895,0.013064326656960945,0.22683415960719094
13.044697,77.5828546,1,6.4081661003280495,0.0,0.0,0,5,1,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,1,0,0,1,1,0,8.227024224387648,1,25,385,0,1.0,229,0.6,0.7571059431524548,1.0,0.8603896103896104,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5917274805248814,0.0,0.551937984496124,0.7961183782951248,0.25965582257286157
12.9666885,77.6616396,0,0.6723482552328831,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.284808342626352,0,18,304,0,1.0,107,0.35,0.5262689225289403,0.6155446756425949,0.71900826446281,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.4263565891472868,0.009026510797805965,0.20057682923465434
12.9789228,77.5644032,1,6.004129553255103,0.0,0.0,0,20,3,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,3.371793238146674,1,14,451,0,1.0,110,0.45,0.5262689225289403,1.0,0.3380281690140845,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7009802693224417,0.0,0.6542635658914728,0.7981545470483693,0.3077942615891786
12.8636494,77.6725849,0,2.1869102944867564,,,0,3,1,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,1,0,0,1,1,1,14.680698165894926,0,8,125,0,1.0,95,0.85,0.3167701863354037,0.0,0.27835051546391754,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6716800337873545,0.0,0.14883720930232558,0.01251825158907598,0.07001954766009755
12.9219483,77.6002467,1,5.662785375542124,0.0,0.0,0,15,1,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,5.554824895396875,1,28,340,0,1.0,90,0.45,0.7285491419656787,1.0,0.4606741573033708,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25840054384086897,0.0,0.48217054263565895,0.7899060893406679,0.22683415960719094
12.9666597,77.661556,0,0.6723482552328831,0.0,0.0,0,8,1,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,7.276016598350059,0,18,304,0,1.0,107,0.35,0.5262689225289403,0.6155446756425949,0.71900826446281,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4843269872402172,0.0,0.4263565891472868,0.009026510797805965,0.20057682923465434
12.946469,77.6986754,1,5.659802646552603,0.0,0.0,0,11,1,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,11.618954693846511,1,11,275,0,1.0,295,0.5,0.5703971119133574,1.0,0.9251101321585903,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.38139534883720927,0.7850902203914084,0.17942509087899988
12.9936273,77.5844677,1,7.026098698072341,12.9934867,77.584375,1,20,3,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,2.6841175101916113,1,13,484,0,1.0,149,0.4,0.5262689225289403,1.0,0.75,1,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7009802693224417,0.0,0.7054263565891473,0.9944271021462214,0.3318634810973372
12.9465079,77.6986339,1,5.538293118429806,0.0,0.0,0,20,1,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,11.613548890413368,1,11,275,0,1.0,295,0.45,0.5703971119133574,1.0,0.9251101321585903,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7009802693224417,0.0,0.38139534883720927,0.7981545470483693,0.17942509087899988
13.0467058,77.5036495,0,1.120886895641011,0.0,0.0,0,18,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,12.916671039981184,0,6,304,0,1.0,96,0.45,0.3167701863354037,0.0,0.6008230452674898,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9952907590882826,0.0,0.4263565891472868,0.018549457330592604,0.20057682923465434
13.0166142,77.5054464,0,1.0616007859913121,0.0,0.0,0,6,3,12,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,10.87938200482192,0,6,304,1,1.0,141,0.45,0.5350109409190372,0.0,0.6008230452674898,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44347064478827647,0.0,0.4263565891472868,0.008265061970841491,0.20057682923465434
13.0085677,77.6131497,0,2.979137886372672,13.0085507,77.6131283,1,21,1,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,0,1,1,1,4.575662785660752,0,3,525,0,1.0,59,0.5,0.7449324324324325,0.0,0.6980676328502415,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4837537952660003,0.0,0.7689922480620155,0.20528838318814682,0.36176766291050383
13.0309717,77.5364661,1,6.361811595747001,0.0,0.0,0,19,1,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,1,0,1,9.124423007125792,1,1,574,0,1.0,219,0.45,0.5350109409190372,0.9889196675900277,0.8008948545861297,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.8449612403100775,0.8037274449021479,0.3975068070286786
13.0262806,77.5442344,1,6.132864683387305,0.0,0.0,0,20,3,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,1,1,8.169852121780377,1,1,574,0,1.0,219,0.4,0.5350109409190372,0.9889196675900277,0.8008948545861297,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7009802693224417,0.0,0.8449612403100775,0.7981545470483693,0.3975068070286786
12.9938639,77.5844374,1,5.60119005846218,0.0,0.0,0,20,3,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,2.709478635643194,1,13,484,0,1.0,149,0.3254493194823672,0.5262689225289403,1.0,0.75,1,0.3254493194823672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7009802693224417,0.0,0.7054263565891473,0.7981545470483693,0.3318634810973372
